account_number,parcel_number,total_actual_value,total_assessed_precalc,alt_assessed_precalc,lg_mill_levy,school_mill_levy,total_mill_levy,tax_district,tax_year
M074863,378702116004.0,111830,6990,7880,23.973,26.677,50.65,100,2025
M074925,378702116004.0,81330,5080,5730,23.973,26.677,50.65,100,2025
M074926,378702116004.0,71160,4450,5020,23.973,26.677,50.65,100,2025
M074927,378702116004.0,71160,4450,5020,23.973,26.677,50.65,100,2025
N000001,378500000047.0,3120,840,840,24.619,26.677,51.296,601,2025
N000008,396900000008.0,65590,17710,17710,24.619,26.677,51.296,601,2025
N000011,325500000162.0,81330,21960,21960,32.426,26.677,59.103,606,2025
N000013,378711000019.0,70050,18910,18910,24.619,26.677,51.296,601,2025
N000014,378903000003.0,6340,1710,1710,24.619,26.677,51.296,601,2025
N000032,378700000023.0,71290,19250,19250,24.619,26.677,51.296,601,2025
R000037,370136001001.0,4306000,1162620,1162620,23.973,26.677,50.65,100,2025
R000937,370100000000.0,10,10,10,23.973,26.677,50.65,100,2025
R000944,370135103013.0,557600,34850,32260,23.973,26.677,50.65,100,2025
R000955,370135109003.0,0,0,0,23.973,26.677,50.65,100,2025
R000956,370135110003.0,1159920,72490,81770,23.973,26.677,50.65,100,2025
R000963,370135113001.0,624410,39030,44020,23.973,26.677,50.65,100,2025
R000965,370135114001.0,683410,42710,48180,23.973,26.677,50.65,100,2025
R000970,370135115002.0,607060,37940,42800,23.973,26.677,50.65,100,2025
R000973,370135116003.0,619630,38730,36640,23.973,26.677,50.65,100,2025
R000974,370135116004.0,611330,38210,43100,23.973,26.677,50.65,100,2025
R000977,370135116007.0,520510,32530,36700,23.973,26.677,50.65,100,2025
R000979,370135116009.0,547600,34220,38600,23.973,26.677,50.65,100,2025
R000981,370135116012.0,643230,40200,38300,23.973,26.677,50.65,100,2025
R000982,370135116013.0,667900,41740,47090,23.973,26.677,50.65,100,2025
R000983,370135117004.0,937010,58570,66050,23.973,26.677,50.65,100,2025
R000984,370135117005.0,625550,39090,44100,23.973,26.677,50.65,100,2025
R000985,370135118001.0,542850,33920,38270,23.973,26.677,50.65,100,2025
R000986,370135118002.0,587820,36730,41440,23.973,26.677,50.65,100,2025
R000987,370135118004.0,589160,36830,41540,23.973,26.677,50.65,100,2025
R000988,370135118005.0,563270,35210,39710,23.973,26.677,50.65,100,2025
R000990,370135118007.0,775520,48470,54670,23.973,26.677,50.65,100,2025
R000996,370135119003.0,512800,32060,36150,23.973,26.677,50.65,100,2025
R000997,370135119004.0,527580,32980,30140,23.973,26.677,50.65,100,2025
R000999,370135119006.0,563790,35230,39750,23.973,26.677,50.65,100,2025
R001005,370135119012.0,752540,47040,53050,23.973,26.677,50.65,100,2025
R001008,370135119015.0,541000,33810,38140,23.973,26.677,50.65,100,2025
R001009,370135119016.0,528520,33030,37260,23.973,26.677,50.65,100,2025
R001011,370135119018.0,584270,36520,41190,23.973,26.677,50.65,100,2025
R001012,370135120001.0,570220,35630,33160,23.973,26.677,50.65,100,2025
R001013,370135120002.0,564000,35250,39770,23.973,26.677,50.65,100,2025
R001014,370135120003.0,494000,30870,34820,23.973,26.677,50.65,100,2025
R001017,370135120006.0,569030,35560,40110,23.973,26.677,50.65,100,2025
R001019,370135120009.0,678920,42440,40810,23.973,26.677,50.65,100,2025
R001021,370135120011.0,639340,39960,45080,23.973,26.677,50.65,100,2025
R001023,370135120013.0,457830,28610,32270,23.973,26.677,50.65,100,2025
R001027,370135120019.0,554230,34640,39070,23.973,26.677,50.65,100,2025
R001028,370135120020.0,560990,35060,39550,23.973,26.677,50.65,100,2025
R001030,370135120022.0,612100,38250,43150,23.973,26.677,50.65,100,2025
R001032,370135120025.0,694990,43440,41940,23.973,26.677,50.65,100,2025
R001033,370135120028.0,464530,29040,32750,23.973,26.677,50.65,100,2025
R001034,370135121001.0,490410,30650,34570,23.973,26.677,50.65,100,2025
R001036,370135121003.0,545580,34100,38460,23.973,26.677,50.65,100,2025
R001037,370135121004.0,751830,46990,53000,23.973,26.677,50.65,100,2025
R001039,370135123001.0,622200,38890,36820,23.973,26.677,50.65,100,2025
R001041,370135123003.0,524130,32760,36950,23.973,26.677,50.65,100,2025
R001046,370135124004.0,623750,38990,36930,23.973,26.677,50.65,100,2025
R001050,370135124008.0,547170,34200,31530,23.973,26.677,50.65,100,2025
R001053,370135125002.0,621740,38860,43830,23.973,26.677,50.65,100,2025
R001055,370135125004.0,528320,33020,30190,23.973,26.677,50.65,100,2025
R001058,370135125008.0,568240,35510,40060,23.973,26.677,50.65,100,2025
R001060,370135125010.0,547790,34240,38620,23.973,26.677,50.65,100,2025
R001062,370135125012.0,644580,40280,45450,23.973,26.677,50.65,100,2025
R001064,370135125014.0,508780,31800,35870,23.973,26.677,50.65,100,2025
R001068,370135125019.0,540230,33760,38080,23.973,26.677,50.65,100,2025
R001069,370135126002.0,592690,37040,34740,23.973,26.677,50.65,100,2025
R001071,370135126004.0,592190,37010,41750,23.973,26.677,50.65,100,2025
R001074,370135126007.0,519710,32490,36640,23.973,26.677,50.65,100,2025
R001075,370135126009.0,520350,32520,36680,23.973,26.677,50.65,100,2025
R001076,370135126010.0,531970,33250,37500,23.973,26.677,50.65,100,2025
R001079,370135126013.0,538420,33650,37960,23.973,26.677,50.65,100,2025
R001080,370135126014.0,483560,30220,34090,23.973,26.677,50.65,100,2025
R001081,370135126015.0,548640,34290,38680,23.973,26.677,50.65,100,2025
R001083,370135126017.0,629850,39360,44400,23.973,26.677,50.65,100,2025
R001084,370135126018.0,578630,36160,40800,23.973,26.677,50.65,100,2025
R001086,370135126020.0,611080,38190,43080,23.973,26.677,50.65,100,2025
R001092,370135127003.0,0,0,0,23.973,26.677,50.65,100,2025
R001094,370135127005.0,655470,40970,46210,23.973,26.677,50.65,100,2025
R001096,370135127007.0,592040,37000,34690,23.973,26.677,50.65,100,2025
R001097,370135127008.0,702330,43900,42470,23.973,26.677,50.65,100,2025
R001099,370135300017.0,936730,58550,66040,23.973,26.677,50.65,100,2025
R001103,370135300051.0,4815020,1300050,1300050,23.973,26.677,50.65,100,2025
R001105,370134000040.0,10,10,10,23.973,26.677,50.65,100,2025
R001111,370135310001.0,1129720,70600,79650,23.973,26.677,50.65,100,2025
R001114,370135331012.0,623320,38960,43950,23.973,26.677,50.65,100,2025
R001117,370135339001.0,243760,15240,17180,23.973,26.677,50.65,100,2025
R001120,370135332001.0,353290,22090,24910,23.973,26.677,50.65,100,2025
R001122,370135332003.0,258690,69850,69850,23.973,26.677,50.65,100,2025
R001123,370135332006.0,704460,44020,49660,23.973,26.677,50.65,100,2025
R001126,370135336007.0,794830,49670,56040,23.973,26.677,50.65,100,2025
R001131,370135337006.0,647190,40450,45630,23.973,26.677,50.65,100,2025
R001134,370135401003.0,638530,39910,45010,23.973,26.677,50.65,100,2025
R001135,370135401004.0,417240,26070,29420,23.973,26.677,50.65,100,2025
R001137,370135402002.0,642740,40170,45310,23.973,26.677,50.65,100,2025
R001139,370135402004.0,817880,51120,57660,23.973,26.677,50.65,100,2025
R001142,370135403002.0,521730,32610,36780,23.973,26.677,50.65,100,2025
R001143,370135403003.0,558330,34890,39360,23.973,26.677,50.65,100,2025
R001145,370135403005.0,948830,59310,59850,23.973,26.677,50.65,100,2025
R001148,370135404003.0,418770,26170,22480,23.973,26.677,50.65,100,2025
R001149,370135404004.0,467610,29220,32960,23.973,26.677,50.65,100,2025
R001151,370135404006.0,722340,45150,50930,23.973,26.677,50.65,100,2025
R001152,370135404007.0,523650,32730,29870,23.973,26.677,50.65,100,2025
R001154,370135405002.0,509050,31810,35890,23.973,26.677,50.65,100,2025
R001159,370135405007.0,746410,46650,52620,23.973,26.677,50.65,100,2025
R001160,370135405008.0,500940,31300,35310,23.973,26.677,50.65,100,2025
R001162,370135406001.0,861020,53820,60710,23.973,26.677,50.65,100,2025
R001163,370135406002.0,789710,49350,55680,23.973,26.677,50.65,100,2025
R001167,370135406009.0,476490,29780,33600,23.973,26.677,50.65,100,2025
R001168,370135406010.0,395010,24680,27850,23.973,26.677,50.65,100,2025
R001170,370135406014.0,537740,33600,37910,23.973,26.677,50.65,100,2025
R001175,370135407005.0,1147680,71730,80910,23.973,26.677,50.65,100,2025
R001183,370135410012.0,1035450,64710,72990,23.973,26.677,50.65,100,2025
R001184,370135410015.0,510720,31920,36000,23.973,26.677,50.65,100,2025
R001185,370135410004.0,662510,41410,46710,23.973,26.677,50.65,100,2025
R001186,370135410006.0,918910,57430,64790,23.973,26.677,50.65,100,2025
R001187,370135410007.0,498630,31170,35160,23.973,26.677,50.65,100,2025
R001190,370135411002.0,673000,42060,47450,23.973,26.677,50.65,100,2025
R001191,370135411003.0,580800,36300,40940,23.973,26.677,50.65,100,2025
R001195,370135411007.0,615280,38460,43380,23.973,26.677,50.65,100,2025
R001196,370135412001.0,451980,28240,31860,23.973,26.677,50.65,100,2025
R001197,370135412002.0,432220,27010,30470,23.973,26.677,50.65,100,2025
R001199,370135412006.0,438740,27420,30930,23.973,26.677,50.65,100,2025
R001201,370135412008.0,757280,47330,53390,23.973,26.677,50.65,100,2025
R001204,370135412011.0,794280,49640,55990,23.973,26.677,50.65,100,2025
R001205,370135413001.0,550220,34390,38790,23.973,26.677,50.65,100,2025
R001209,370135414002.0,401700,25100,21270,23.973,26.677,50.65,100,2025
R001212,370135414008.0,596490,37280,42060,23.973,26.677,50.65,100,2025
R001213,370135414006.0,635240,39700,44790,23.973,26.677,50.65,100,2025
R001215,370135415001.0,487270,30460,34360,23.973,26.677,50.65,100,2025
R001217,370135415003.0,676640,42290,47710,23.973,26.677,50.65,100,2025
R001221,370135415007.0,560060,35000,39490,23.973,26.677,50.65,100,2025
R001223,370135416002.0,448980,28060,31650,23.973,26.677,50.65,100,2025
R001224,370135416003.0,465070,29070,32780,23.973,26.677,50.65,100,2025
R001225,370135416004.0,373000,23310,26290,23.973,26.677,50.65,100,2025
R001226,370135416005.0,654200,40890,46120,23.973,26.677,50.65,100,2025
R001227,370135417002.0,794950,49680,56050,23.973,26.677,50.65,100,2025
R001228,370135417008.0,1508820,94300,106370,23.973,26.677,50.65,100,2025
R001233,370135418007.0,956540,59780,67440,23.973,26.677,50.65,100,2025
R001234,370135419007.0,505780,136560,136560,23.973,26.677,50.65,100,2025
R001235,370135421003.0,3361260,210080,236970,23.973,26.677,50.65,100,2025
R001238,370135423003.0,0,0,0,23.973,26.677,50.65,100,2025
R001239,370135429001.0,622190,38880,43870,23.973,26.677,50.65,100,2025
R001240,370135429004.0,637360,39830,44940,23.973,26.677,50.65,100,2025
R001245,370135430012.0,1022650,63920,72090,23.973,26.677,50.65,100,2025
R001248,370135432001.0,1264660,79040,89160,23.973,26.677,50.65,100,2025
R001249,370135433001.0,520690,32550,36710,23.973,26.677,50.65,100,2025
R001251,370135433003.0,904860,56560,63800,23.973,26.677,50.65,100,2025
R001252,370135433005.0,723920,45240,51040,23.973,26.677,50.65,100,2025
R001256,370135434001.0,406110,25380,28630,23.973,26.677,50.65,100,2025
R001257,370135434017.0,597400,37340,35070,23.973,26.677,50.65,100,2025
R001259,370135434009.0,654780,40920,39110,23.973,26.677,50.65,100,2025
R001265,370135435002.0,115940,31300,31300,23.973,26.677,50.65,100,2025
R001266,370135435003.0,706040,190630,190630,23.973,26.677,50.65,100,2025
R001270,370135437003.0,497430,31090,35070,23.973,26.677,50.65,100,2025
R001272,370135437005.0,161160,10070,11360,23.973,26.677,50.65,100,2025
R001274,370135438001.0,511760,31980,36070,23.973,26.677,50.65,100,2025
R001277,370135440001.0,731760,45740,51590,23.973,26.677,50.65,100,2025
R001282,370135441005.0,851050,53190,52950,23.973,26.677,50.65,100,2025
R001284,370135441007.0,488500,30530,34440,23.973,26.677,50.65,100,2025
R001288,370135442004.0,438650,27410,30920,23.973,26.677,50.65,100,2025
R001289,370135442005.0,599860,37490,42290,23.973,26.677,50.65,100,2025
R001293,370135443002.0,696120,43510,49070,23.973,26.677,50.65,100,2025
R001295,370135443005.0,528240,33020,30190,23.973,26.677,50.65,100,2025
R001299,370135444001.0,411250,25700,28990,23.973,26.677,50.65,100,2025
R001302,370135445002.0,1422690,88920,100300,23.973,26.677,50.65,100,2025
R001304,370135446003.0,1015590,63470,71600,23.973,26.677,50.65,100,2025
R001306,370135447001.0,539330,33700,30970,23.973,26.677,50.65,100,2025
R001312,370135447007.0,642400,40150,38240,23.973,26.677,50.65,100,2025
R001320,370135448010.0,1166080,72880,82210,23.973,26.677,50.65,100,2025
R001325,370135449009.0,380210,23770,26810,23.973,26.677,50.65,100,2025
R001329,370135449007.0,649960,40620,45820,23.973,26.677,50.65,100,2025
R001330,370135449008.0,407180,25440,28710,23.973,26.677,50.65,100,2025
R001331,370135463001.0,561710,35100,39600,23.973,26.677,50.65,100,2025
R001333,370135450008.0,549050,62930,66210,23.973,26.677,50.65,100,2025
R001335,370135450022.0,620930,38810,43780,23.973,26.677,50.65,100,2025
R001336,370135450012.0,275260,74320,74320,23.973,26.677,50.65,100,2025
R001337,370135450013.0,475150,29700,33500,23.973,26.677,50.65,100,2025
R001341,370135450017.0,440290,27520,31040,23.973,26.677,50.65,100,2025
R001348,370135451006.0,636400,128620,130280,23.973,26.677,50.65,100,2025
R001351,370135453002.0,216950,13560,15290,23.973,26.677,50.65,100,2025
R001353,370135453004.0,218450,13650,15400,23.973,26.677,50.65,100,2025
R001355,370135453006.0,241180,15070,17000,23.973,26.677,50.65,100,2025
R001358,370135453009.0,237000,14810,16710,23.973,26.677,50.65,100,2025
R001359,370135453010.0,241180,15070,17000,23.973,26.677,50.65,100,2025
R001360,370135453011.0,235240,14700,16580,23.973,26.677,50.65,100,2025
R001366,370135454006.0,391850,24490,27630,23.973,26.677,50.65,100,2025
R001404,370135456001.0,325240,20330,22930,23.973,26.677,50.65,100,2025
R001406,370135456003.0,361360,22590,25480,23.973,26.677,50.65,100,2025
R001408,370135456005.0,323980,20250,22840,23.973,26.677,50.65,100,2025
R001409,370135456006.0,370440,23150,26120,23.973,26.677,50.65,100,2025
R001414,370135456011.0,322720,20170,22750,23.973,26.677,50.65,100,2025
R001416,370135456013.0,361360,22590,25480,23.973,26.677,50.65,100,2025
R001419,370135456016.0,322720,20170,22750,23.973,26.677,50.65,100,2025
R001420,370135456017.0,372750,23300,26280,23.973,26.677,50.65,100,2025
R001422,370135456019.0,322720,20170,22750,23.973,26.677,50.65,100,2025
R001423,370135456020.0,362870,22680,25580,23.973,26.677,50.65,100,2025
R001425,370135456022.0,322720,20170,22750,23.973,26.677,50.65,100,2025
R001426,370135457001.0,188280,11770,13270,23.973,26.677,50.65,100,2025
R001429,370135457004.0,187050,11690,13190,23.973,26.677,50.65,100,2025
R001431,370135457006.0,208600,13040,14710,23.973,26.677,50.65,100,2025
R001432,370135458001.0,650580,40660,45860,23.973,26.677,50.65,100,2025
R001433,370135458002.0,626360,39150,44160,23.973,26.677,50.65,100,2025
R001435,370135459002.0,307200,19200,21660,23.973,26.677,50.65,100,2025
R001437,370135459004.0,331070,20690,23340,23.973,26.677,50.65,100,2025
R001438,370135459006.0,366260,22890,25820,23.973,26.677,50.65,100,2025
R001440,370135459012.0,366260,22890,25820,23.973,26.677,50.65,100,2025
R001444,370136000007.0,1013750,273720,273720,23.973,26.677,50.65,100,2025
R001447,370136000024.0,190540,51450,51450,23.973,26.677,50.65,100,2025
R001452,370136201002.0,515940,32250,36380,23.973,26.677,50.65,100,2025
R001455,370136201005.0,578200,36140,33720,23.973,26.677,50.65,100,2025
R001456,370136208001.0,4924480,1329610,1329610,23.973,26.677,50.65,100,2025
R001459,370136202002.0,564750,35300,32760,23.973,26.677,50.65,100,2025
R001462,370136202005.0,558260,34890,39360,23.973,26.677,50.65,100,2025
R001465,370136202008.0,663390,41460,46770,23.973,26.677,50.65,100,2025
R001469,370136202013.0,722890,45180,43910,23.973,26.677,50.65,100,2025
R001473,370136202017.0,597010,37310,42090,23.973,26.677,50.65,100,2025
R001477,370136203022.0,665690,41600,46930,23.973,26.677,50.65,100,2025
R001480,370136203015.0,636200,39760,44850,23.973,26.677,50.65,100,2025
R001481,370136203017.0,620670,38790,43760,23.973,26.677,50.65,100,2025
R001482,370136203018.0,564220,35270,39780,23.973,26.677,50.65,100,2025
R001483,370136203014.0,481250,30080,33920,23.973,26.677,50.65,100,2025
R001486,370136207001.0,533860,33370,37640,23.973,26.677,50.65,100,2025
R001489,370136204011.0,586790,36680,34320,23.973,26.677,50.65,100,2025
R001490,370136205001.0,616530,38530,43470,23.973,26.677,50.65,100,2025
R001491,370136205002.0,618810,38680,36570,23.973,26.677,50.65,100,2025
R001493,370136205004.0,626490,39160,44170,23.973,26.677,50.65,100,2025
R001495,370136205007.0,803990,50250,56690,23.973,26.677,50.65,100,2025
R001497,370136205009.0,930910,58180,65630,23.973,26.677,50.65,100,2025
R001498,370136205010.0,555460,34720,32110,23.973,26.677,50.65,100,2025
R001504,370136206003.0,926000,250020,250020,23.973,26.677,50.65,100,2025
R001511,370136206011.0,584900,36560,41240,23.973,26.677,50.65,100,2025
R001514,370136206015.0,618250,38640,43590,23.973,26.677,50.65,100,2025
R001516,370136206017.0,664090,41510,39770,23.973,26.677,50.65,100,2025
R001519,370136206020.0,620150,38760,43720,23.973,26.677,50.65,100,2025
R001520,370136206021.0,639840,39990,38060,23.973,26.677,50.65,100,2025
R001522,370136206024.0,1259320,340020,340020,23.973,26.677,50.65,100,2025
R001524,370136301001.0,0,0,0,23.973,26.677,50.65,100,2025
R001525,370136302001.0,723090,45200,43920,23.973,26.677,50.65,100,2025
R001526,370136302002.0,618850,38680,43630,23.973,26.677,50.65,100,2025
R001528,370136303001.0,595090,37190,41960,23.973,26.677,50.65,100,2025
R001529,370136303002.0,280130,17510,19750,23.973,26.677,50.65,100,2025
R001531,370136304002.0,425070,114770,114770,23.973,26.677,50.65,100,2025
R001533,370136305002.0,644090,105980,108590,23.973,26.677,50.65,100,2025
R001534,370136305014.0,545230,108180,109690,23.973,26.677,50.65,100,2025
R001535,370136305005.0,585140,36570,41250,23.973,26.677,50.65,100,2025
R001536,370136305006.0,571450,35710,33230,23.973,26.677,50.65,100,2025
R001537,370136305007.0,720220,45010,50770,23.973,26.677,50.65,100,2025
R001542,370136306002.0,946080,59130,66700,23.973,26.677,50.65,100,2025
R001543,370136306003.0,787130,49200,55500,23.973,26.677,50.65,100,2025
R001546,370136307001.0,775990,48500,54710,23.973,26.677,50.65,100,2025
R001547,370136307002.0,660650,41290,46570,23.973,26.677,50.65,100,2025
R001549,370136307004.0,504730,31540,28530,23.973,26.677,50.65,100,2025
R001550,370136307005.0,655310,40950,46200,23.973,26.677,50.65,100,2025
R001552,370136307007.0,378220,23630,26660,23.973,26.677,50.65,100,2025
R001554,370136308001.0,0,0,0,23.973,26.677,50.65,100,2025
R001558,370136309005.0,503950,31500,35530,23.973,26.677,50.65,100,2025
R001561,370136309013.0,625080,39070,44060,23.973,26.677,50.65,100,2025
R001564,370136310003.0,809500,50590,57070,23.973,26.677,50.65,100,2025
R001565,370136310004.0,601700,37610,42420,23.973,26.677,50.65,100,2025
R001566,370136310005.0,498310,31140,28080,23.973,26.677,50.65,100,2025
R001567,370136310012.0,531600,33230,37480,23.973,26.677,50.65,100,2025
R001570,370136310009.0,630250,39390,44430,23.973,26.677,50.65,100,2025
R001574,370136312002.0,374070,44020,46220,23.973,26.677,50.65,100,2025
R001576,370136312007.0,309250,83500,83500,23.973,26.677,50.65,100,2025
R001577,370136312008.0,574120,46440,50620,23.973,26.677,50.65,100,2025
R001579,370136312010.0,164420,44390,44390,23.973,26.677,50.65,100,2025
R001580,370136312011.0,311320,48080,49460,23.973,26.677,50.65,100,2025
R001582,370136312013.0,519090,65970,68830,23.973,26.677,50.65,100,2025
R001584,370136312017.0,481330,97960,99190,23.973,26.677,50.65,100,2025
R001585,370136312020.0,370440,100020,100020,23.973,26.677,50.65,100,2025
R001590,370136313015.0,404850,109310,109310,23.973,26.677,50.65,100,2025
R001591,370136313004.0,244700,66070,66070,23.973,26.677,50.65,100,2025
