account_number,parcel_number,property_type,economic_area,site_address
M006704,370124011003,Exempt,1,"39 PONDEROSA LN , GUNNISON"
M006707,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 30, ALMONT"
M006708,379114300005,Residential,8,", PARLIN"
M006713,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 15, ALMONT"
M006719,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 23, GUNNISON"
M011061,370135446003,Exempt,1,"220 N BOULEVARD ST UNIT# 6, GUNNISON"
M011063,398300000109,Exempt,8,"US HIGHWAY 50 , SAPINERO AREA"
M011065,369932000003,Residential,1,"41883 US HIGHWAY 50 , GUNNISON"
M011069,326300001001,Exempt,8,"1711 COUNTY ROAD 55 , TAYLOR PARK"
M011075,398300000027,Residential,8,","
M011076,326300000004,Exempt,8,"24947 COUNTY ROAD 765 , TINCUP AREA"
M014632,398700000002,Agricultural,8,","
M016201,398500000076,Residential,8,"8301 US HIGHWAY 50 , PINE CREEK MESA / BLUE MESA AREA"
M017577,431300000039,Exempt,8,"STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
M017578,370122301014,Exempt,1,"51 DOE CIR , ANTELOPE CREEK AREA"
M017582,378702213005,Exempt,1,"327 REED ST UNIT# 27, GUNNISON"
M017810,378500000018,Exempt,8,"28357 US HIGHWAY 50 UNIT# 217, BLUE MESA RESERVOIR AREA"
M017813,325503126020,Residential,2,"115 TEOCALLI AVE , CRESTED BUTTE"
M024626,378702200058,Residential,1,"301 S 2ND ST UNIT# 28, GUNNISON"
M024627,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 68, GUNNISON"
M024629,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 5, GUNNISON"
M024631,370135429007,Residential,1,"316 N 10TH ST UNIT# 3, GUNNISON"
M024636,370124011024,Exempt,1,"14 QUAKEY LN , GUNNISON"
M024637,378702233001,Exempt,1,"700 US HIGHWAY 50 UNIT# 8, GUNNISON"
M024641,370122306010,Exempt,1,"332 MESA LOOP , ANTELOPE CREEK AREA"
M024642,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 13, ALMONT"
M024644,351722012002,Exempt,8,"95 GEORGE BAILEY DR UNIT# 21, ALMONT"
M024645,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 20, ALMONT"
M025323,378702200058,Residential,1,"301 S 2ND ST UNIT# 10, GUNNISON"
M025327,378702200058,Residential,1,"301 S 2ND ST UNIT# 34, GUNNISON"
M025455,378708000028,Exempt,1,"36128 US HIGHWAY 50 UNIT# V & W, GUNNISON"
M025556,378702200058,Residential,1,"301 S 2ND ST UNIT# 5, GUNNISON"
M025557,378702200058,Residential,1,"301 S 2ND ST UNIT# 1, GUNNISON"
M025769,369100000013,Exempt,8,"14214 COUNTY ROAD 76 , PITKIN"
M025934,379123000008,Residential,8,"208 COUNTY ROAD 75 , PARLIN"
M025991,370135429007,Residential,1,"316 N 10TH ST UNIT# 5, GUNNISON"
M026025,298900000016,Exempt,8,"15488 STATE HIGHWAY 133 , MCCLURE PASS AREA"
M026409,378500000028,Residential,8,"33000 STATE HIGHWAY 149 UNIT# 2, IOLA - NINE MILE"
M026410,370124000081,Residential,1,"2388 STATE HIGHWAY 135 UNIT# 27, GUNNISON"
M026412,378701238010,Residential,1,"404 W RIO GRANDE AVE , GUNNISON"
M026505,378702200058,Residential,1,"301 S 2ND ST UNIT# 57, GUNNISON"
M026520,370124000081,Residential,1,"2388 STATE HIGHWAY 135 UNIT# 18, GUNNISON"
M026522,378500000028,Residential,8,"33000 STATE HIGHWAY 149 , IOLA - NINE MILE"
M026584,378702233001,Exempt,1,"700 W HIGHWAY 50 FRONTAGE RD UNIT# 9, GUNNISON"
M026801,370124000081,Residential,1,"2388 STATE HIGHWAY 135 UNIT# 43, GUNNISON"
M026802,378702200058,Residential,1,"301 S 2ND ST UNIT# 18, GUNNISON"
M026803,378702200058,Residential,1,"301 S 2ND ST UNIT# 58, GUNNISON"
M026957,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 112, BLUE MESA RESERVOIR AREA"
M027357,378702200058,Residential,1,"301 S 2ND ST UNIT# 43, GUNNISON"
M027381,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 117, BLUE MESA RESERVOIR AREA"
M027447,318300000074,Residential,8,"8957 STATE HIGHWAY 133 , SOMERSET"
M027448,378702200058,Residential,1,"301 S 2ND ST UNIT# 47, GUNNISON"
M027479,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 111, BLUE MESA RESERVOIR AREA"
M027480,398500000071,Residential,8,"9035 US HIGHWAY 50 , PINE CREEK MESA / BLUE MESA AREA"
M027520,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 11, GUNNISON"
M027522,378702200058,Residential,1,"301 S 2ND ST UNIT# 60, GUNNISON"
M027711,370124000081,Residential,1,"2388 STATE HIGHWAY 135 UNIT# 42, GUNNISON"
M027730,378702213005,Vacant,1,"REED ST , GUNNISON"
M027731,378702200058,Residential,1,"301 S 2ND ST UNIT# 9, GUNNISON"
M027816,378702143006,Exempt,1,"614 S 14TH ST , GUNNISON"
M027913,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 32, GUNNISON"
M027914,378500000014,Exempt,8,"27601 US HIGHWAY 50 UNIT# 39, BLUE MESA RESERVOIR AREA"
M027915,378702200058,Residential,1,"301 S 2ND ST UNIT# 74, GUNNISON"
M027916,378702233001,Residential,1,"700 US HIGHWAY 50 UNIT# 14, GUNNISON"
M027918,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 4, GUNNISON"
M027921,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 118, BLUE MESA RESERVOIR AREA"
M027922,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 104, BLUE MESA RESERVOIR AREA"
M027923,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 119, BLUE MESA RESERVOIR AREA"
M027988,325503126014,Residential,2,"103 TEOCALLI AVE , CRESTED BUTTE"
M030094,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 106, BLUE MESA RESERVOIR AREA"
M030098,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 3, GUNNISON"
M030101,378702200058,Exempt,1,"301 S 2ND ST UNIT# 70, GUNNISON"
M030103,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 116, BLUE MESA RESERVOIR AREA"
M030106,405300000104,Exempt,8,"18365 STATE HIGHWAY 149 , POWDERHORN AREA"
M030107,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 47, GUNNISON"
M030202,378702200058,Residential,1,"301 S 2ND ST UNIT# 72, GUNNISON"
M030203,378702213005,Residential,1,"309 REED ST UNIT# 9, GUNNISON"
M030204,378708001022,Exempt,1,"40 PHYLLIS LN , GUNNISON"
M030446,370124000081,Residential,1,"2388 STATE HIGHWAY 135 UNIT# 69, GUNNISON"
M030448,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 36A, ALMONT"
M030449,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 43, ALMONT"
M030482,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 35, ALMONT"
M030483,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 34, ALMONT"
M030486,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 11, GUNNISON"
M030488,370135446003,Residential,1,"220 N BOULEVARD ST UNIT# 8, GUNNISON"
M030489,325503126024,Residential,2,"123 TEOCALLI AVE , CRESTED BUTTE"
M030491,398300000027,Residential,8,"12457 US HIGHWAY 50 UNIT# 16, PINE CREEK MESA / BLUE MESA AREA"
M030509,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 115, BLUE MESA RESERVOIR AREA"
M030510,370124000081,Residential,1,"2388 STATE HIGHWAY 135 UNIT# 40, GUNNISON"
M030583,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 42, ALMONT"
M030586,378702300052,Residential,1,"1100 US HIGHWAY 50 FRONTAGE RD , GUNNISON"
M030594,370122301023,Residential,1,"35 DOE CIR , ANTELOPE CREEK AREA"
M030612,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 8, GUNNISON"
M030619,370135446003,Exempt,1,"220 N BOULEVARD ST UNIT# 9, GUNNISON"
M030621,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 9, GUNNISON"
M030719,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 14, GUNNISON"
M030720,370124000081,Residential,1,"2388 STATE HIGHWAY 135 UNIT# 14, GUNNISON"
M030722,370135446003,Residential,1,"220 N BOULEVARD ST UNIT# 12, GUNNISON"
M030728,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 35, GUNNISON"
M030729,378702200058,Residential,1,"301 S 2ND ST UNIT# 71, GUNNISON"
M030778,378903000005,Exempt,1,"200 INDUSTRIAL PARK RD , GUNNISON"
M030783,378702200058,Residential,1,"301 S 2ND ST UNIT# 66, GUNNISON"
M030788,369908000006,Exempt,1,"5558 STATE HIGHWAY 135 , GUNNISON"
M030791,378700000069,Residential,1,"81 PHELPS LN , GUNNISON"
M030793,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 33, GUNNISON"
M030799,370100000064,Residential,1,"805 COUNTY ROAD 17 , ANTELOPE CREEK AREA"
M030808,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 143, BLUE MESA RESERVOIR AREA"
M030809,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 142, BLUE MESA RESERVOIR AREA"
M030810,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 141, BLUE MESA RESERVOIR AREA"
M030811,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 140, BLUE MESA RESERVOIR AREA"
M030812,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 139, BLUE MESA RESERVOIR AREA"
M030813,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 138, BLUE MESA RESERVOIR AREA"
M030815,378500000014,Residential,8,"27601 US HIGHWAY 50 UNIT# 44, BLUE MESA RESERVOIR AREA"
M030816,378500000014,Residential,8,"27601 US HIGHWAY 50 UNIT# 94, BLUE MESA RESERVOIR AREA"
M030943,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 3, GUNNISON"
M031037,378702200058,Residential,1,"301 S 2ND ST UNIT# 33, GUNNISON"
M031053,370124011008,Exempt,1,"229 COUNTY ROAD 11 UNIT# 14, GUNNISON"
M031055,378702200058,Residential,1,"301 S 2ND ST UNIT# 13, GUNNISON"
M031056,378702213005,Residential,1,"304 S REED ST UNIT# 4, GUNNISON"
M031071,378702200058,Residential,1,"301 S 2ND ST UNIT# 52, GUNNISON"
M031103,370124011005,Residential,1,"35 PONDEROSA LN , GUNNISON"
M031104,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 105, BLUE MESA RESERVOIR AREA"
M031107,378903001004,Residential,1,"95 VADER LN , GUNNISON"
M031121,378701238007,Residential,1,"404 W RIO GRANDE AVE UNIT# 16, GUNNISON"
M031122,378702200058,Residential,1,"301 S 2ND ST UNIT# 29, GUNNISON"
M031123,378903001003,Residential,1,"80 VADER LN , GUNNISON"
M031124,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 33, ALMONT"
M031132,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 9, GUNNISON"
M031139,325503126028,Residential,2,"19 SECOND ST , CRESTED BUTTE"
M031140,370135446003,Exempt,1,"220 N BOULEVARD ST UNIT# 19, GUNNISON"
M031141,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 148, BLUE MESA RESERVOIR AREA"
M031142,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 146, BLUE MESA RESERVOIR AREA"
M031143,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 89, BLUE MESA RESERVOIR AREA"
M031144,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 90, BLUE MESA RESERVOIR AREA"
M031145,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 91, BLUE MESA RESERVOIR AREA"
M031146,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 92, BLUE MESA RESERVOIR AREA"
M031147,431300000019,Residential,8,"STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
M031166,405300000078,Residential,8,"18755 STATE HIGHWAY 149 , POWDERHORN AREA"
M031171,378903001002,Residential,1,"90 VADER LN UNIT# 2, GUNNISON"
M031174,404500000064,Residential,8,"1061 COUNTY ROAD 858 ,"
M031175,370135446003,Residential,1,"220 N BOULEVARD ST UNIT# 15, GUNNISON"
M031228,378702201011,Residential,1,"111 S 8TH ST , GUNNISON"
M031285,378702200058,Residential,1,"301 S 2ND ST UNIT# 26, GUNNISON"
M031287,325503401007,Residential,2,"514 RED LADY AVE UNIT# 3, CRESTED BUTTE"
M031289,325503401004,Residential,2,"524 RED LADY AVE UNIT# 6, CRESTED BUTTE"
M031291,325503401006,Residential,2,"520 RED LADY AVE UNIT# 8, CRESTED BUTTE"
M031293,370122304063,Residential,1,"19 SAGE LN , ANTELOPE CREEK AREA"
M031294,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 32, ALMONT"
M031298,378702233001,Residential,1,"700 US HIGHWAY 50 UNIT# 13, GUNNISON"
M031405,378702200058,Residential,1,"301 S 2ND ST UNIT# 64, GUNNISON"
M031432,370125000035,Residential,1,"1186 STATE HIGHWAY 135 , GUNNISON"
M031433,378702106003,Residential,1,"614 W GUNNISON AVE UNIT# 7, GUNNISON"
M031434,325503126008,Residential,2,"110 BUTTE AVE , CRESTED BUTTE"
M031440,378711000015,Residential,1,"277 COUNTY ROAD 50 , HARTMAN ROCKS AREA"
M031470,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 113, BLUE MESA RESERVOIR AREA"
M031471,398300000003,Exempt,8,"195 COVE RD , SAPINERO AREA"
M031520,398700000035,Residential,8,"348 US HIGHWAY 50 , LITTLE CIMARRON RIVER AREA"
M031606,378500000014,Residential,8,"27601 US HIGHWAY 50 UNIT# 525, BLUE MESA RESERVOIR AREA"
M031607,378500000014,Residential,8,"27601 US HIGHWAY 50 UNIT# 526, BLUE MESA RESERVOIR AREA"
M031608,378500000014,Residential,8,"27601 US HIGHWAY 50 UNIT# 527, BLUE MESA RESERVOIR AREA"
M031609,378500000014,Residential,8,"27601 US HIGHWAY 50 UNIT# 528, BLUE MESA RESERVOIR AREA"
M031610,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 529, BLUE MESA RESERVOIR AREA"
M031612,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 87, BLUE MESA RESERVOIR AREA"
M031613,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 531, BLUE MESA RESERVOIR AREA"
M031614,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 532, BLUE MESA RESERVOIR AREA"
M031615,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 533, BLUE MESA RESERVOIR AREA"
M031675,378702200058,Residential,1,"301 S 2ND ST UNIT# 32, GUNNISON"
M032052,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 25, ALMONT"
M032069,370135446003,Residential,1,"220 N BOULEVARD ST UNIT# 5, GUNNISON"
M032120,351722012002,Residential,8,"95 GEORGE BAILEY UNIT# 7, ALMONT"
M032171,378702106003,Residential,1,"614 W GUNNISON AVE UNIT# 2, GUNNISON"
M032234,378702107001,Residential,1,"507 W NEW YORK AVE UNIT# 5, GUNNISON"
M032241,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 22, GUNNISON"
M032248,325503126010,Residential,2,"106 BUTTE AVE , CRESTED BUTTE"
M032258,325503126009,Residential,2,"108 BUTTE AVE , CRESTED BUTTE"
M032649,398700000035,Residential,8,"84348 US HIGHWAY 50 , LITTLE CIMARRON RIVER AREA"
M032650,378703411001,Exempt,1,"38118 US HIGHWAY 50 UNIT# 4A, GUNNISON"
M032657,378708001025,Residential,1,"72 PHYLLIS LN UNIT# 6, GUNNISON"
M032658,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# Y, GUNNISON"
M032659,370124011009,Residential,1,"27 PONDEROSA LN , GUNNISON"
M032676,378702200079,Residential,1,"1215 W NEW YORK AVE UNIT# 1, GUNNISON"
M032679,370124011002,Residential,1,"41 PONDEROSA LN , GUNNISON"
M032690,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# S, GUNNISON"
M032716,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# U, GUNNISON"
M032717,378702200079,Residential,1,"1215 W NEW YORK AVE UNIT# 2, GUNNISON"
M032789,378702200079,Residential,1,"1215 W NEW YORK AVE UNIT# 7, GUNNISON"
M032790,378702200079,Residential,1,"1215 W NEW YORK AVE UNIT# 5, GUNNISON"
M032877,378702200079,Residential,1,"1215 W NEW YORK AVE UNIT# 3, GUNNISON"
M032990,378702200079,Residential,1,"1215 W NEW YORK AVE UNIT# 10, GUNNISON"
M032991,378702200079,Residential,1,"1215 W NEW YORK AVE UNIT# 9, GUNNISON"
M033053,378702200079,Residential,1,"1215 W NEW YORK AVE UNIT# 6, GUNNISON"
M033135,378702200079,Residential,1,"1215 W NEW YORK AVE UNIT# 8, GUNNISON"
M033136,378702200079,Residential,1,"1215 W NEW YORK AVE UNIT# 4, GUNNISON"
M033137,370125000010,Residential,1,"1678 STATE HIGHWAY 135 , GUNNISON"
M033138,378702200058,Residential,1,"301 S 2ND ST UNIT# 49, GUNNISON"
M033140,397500000005,Exempt,8,"7100 COUNTY ROAD 38 , GOLD BASIN AREA"
M033141,370135446003,Residential,1,"220 N BOULEVARD ST UNIT# 16, GUNNISON"
M033142,378702200058,Residential,1,"301 S 2ND ST UNIT# 56, GUNNISON"
M033143,370122304062,Residential,1,"17 SAGE LN , ANTELOPE CREEK AREA"
M033145,369900000066,Agricultural,1,"3901 STATE HIGHWAY 135 , GUNNISON"
M033148,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 535, BLUE MESA RESERVOIR AREA"
M033149,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 536, BLUE MESA RESERVOIR AREA"
M033150,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 537, BLUE MESA RESERVOIR AREA"
M033151,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 538, BLUE MESA RESERVOIR AREA"
M033152,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 539, BLUE MESA RESERVOIR AREA"
M033153,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 540, BLUE MESA RESERVOIR AREA"
M033154,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 541, BLUE MESA RESERVOIR AREA"
M033158,370124000081,Residential,1,"2388 STATE HIGHWAY 135 UNIT# 15, GUNNISON"
M033160,370122303053,Residential,1,"358 MESA LOOP , ANTELOPE CREEK AREA"
M033161,370122304003,Residential,1,"22 RIDGE LN , ANTELOPE CREEK AREA"
M033167,378702200058,Residential,1,"301 S 2ND ST UNIT# 16, GUNNISON"
M033169,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 26, GUNNISON"
M033172,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 34, GUNNISON"
M033173,325503126017,Residential,2,"109 TEOCALLI AVE UNIT# 21, CRESTED BUTTE"
M033175,378129100008,Exempt,8,"3200 COUNTY ROAD 721 , SOAP MESA AREA"
M033177,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# T, GUNNISON"
M033179,397900000037,Residential,8,"27900 STATE HIGHWAY 149 , IOLA - NINE MILE"
M033181,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 20, GUNNISON"
M033182,396900000030,Agricultural,8,"2509 COUNTY ROAD 46 , DOYLEVILLE"
M033183,378702200058,Residential,1,"301 S 2ND ST UNIT# 54, GUNNISON"
M033185,378702200058,Residential,1,"301 S 2ND ST UNIT# 68, GUNNISON"
M033186,378702200058,Residential,1,"301 S 2ND ST UNIT# 31, GUNNISON"
M033187,370124000081,Residential,1,"2388 STATE HIGHWAY 135 UNIT# 32, GUNNISON"
M033188,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 144, BLUE MESA RESERVOIR AREA"
M033190,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 147, BLUE MESA RESERVOIR AREA"
M033191,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 149, BLUE MESA RESERVOIR AREA"
M033192,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 534, BLUE MESA RESERVOIR AREA"
M033193,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 73, BLUE MESA RESERVOIR AREA"
M033194,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 74, BLUE MESA RESERVOIR AREA"
M033195,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 75, BLUE MESA RESERVOIR AREA"
M033196,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 76, BLUE MESA RESERVOIR AREA"
M033197,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 77, BLUE MESA RESERVOIR AREA"
M033198,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 88, BLUE MESA RESERVOIR AREA"
M033199,370124000081,Exempt,1,"2388 STATE HIGHWAY 135 UNIT# 16, GUNNISON"
M033209,378702200058,Residential,1,"301 S 2ND ST UNIT# 51, GUNNISON"
M033211,378500000018,Residential,8,"28357 US HIGHWAY 50 UNIT# 109, BLUE MESA RESERVOIR AREA"
M033216,378702200058,Residential,1,"301 S 2ND ST UNIT# 30, GUNNISON"
M033217,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 36C, ALMONT"
M033218,378700000050,Residential,8,"670 PROSPER LN , GUNNISON"
M033220,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 13, GUNNISON"
M033221,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# N, GUNNISON"
M033226,378702200058,Exempt,1,"301 S 2ND ST UNIT# 25, GUNNISON"
M033229,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# M, GUNNISON"
M033230,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# L, GUNNISON"
M033231,378500000018,Exempt,8,"28357 US HIGHWAY 50 UNIT# 107, BLUE MESA RESERVOIR AREA"
M033232,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# G, GUNNISON"
M033233,370135431001,Residential,1,"1010 W VIRGINIA AVE UNIT# 24, GUNNISON"
M033237,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# F, GUNNISON"
M033238,405300000104,Agricultural,8,"18365 STATE HIGHWAY 149 , POWDERHORN AREA"
M033240,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# 119, GUNNISON"
M033242,378702200058,Residential,1,"301 S 2ND ST UNIT# 69, GUNNISON"
M033244,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# X, GUNNISON"
M033247,378702200058,Residential,1,"301 S 2ND ST UNIT# 46, GUNNISON"
M033248,370135432001,Residential,1,"1010 W VIRGINIA AVE UNIT# 18, GUNNISON"
M033251,370124000082,Commercial,1,"194 COUNTY ROAD 11 UNIT# 9, GUNNISON"
M033252,370124000082,Commercial,1,"194 COUNTY ROAD 11 UNIT# 15, GUNNISON"
M033253,370124000082,Commercial,1,"194 COUNTY ROAD 11 UNIT# 12, GUNNISON"
M033254,370124000082,Commercial,1,"194 COUNTY ROAD 11 UNIT# 8, GUNNISON"
M033256,325502002003,Exempt,2,"818 RED LADY AVE , CRESTED BUTTE"
M033258,378903001001,Exempt,1,"100 VADER LN , GUNNISON"
M033262,370124000082,Commercial,1,"194 COUNTY ROAD 11 UNIT# 11, GUNNISON"
M033264,370134000019,Residential,1,"1028 COUNTY ROAD 17 , ANTELOPE CREEK AREA"
M033268,378702200058,Residential,1,"301 S 2ND ST UNIT# 15, GUNNISON"
M033270,378708000028,Residential,1,"36128 US HIGHWAY 50 UNIT# P, GUNNISON"
M033271,396900000011,Residential,8,"58412 US HIGHWAY 50 , TOMICHI CREEK"
M033273,370122304066,Residential,1,"27 SAGE LN , ANTELOPE CREEK AREA"
M033278,369110210006,Exempt,8,"701 RIVER ST , PITKIN"
M033279,378708000028,Residential,1,"36128 US HIGHWAY 50 , GUNNISON"
M033282,378702200058,Residential,1,"301 S 2ND ST UNIT# 65, GUNNISON"
M033285,378702200058,Residential,1,"301 S 2ND ST UNIT# 48, GUNNISON"
M033286,318517008006,Residential,8,"51 RIVER RD , SOMERSET"
M071050,378500000018,Commercial,8,"28357 US HIGHWAY 50 UNIT# 121, BLUE MESA RESERVOIR AREA"
M071248,378714000001,Agricultural,1,"2031 COUNTY ROAD 38 , HARTMAN ROCKS AREA"
M071372,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 23, GUNNISON"
M071373,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 10, GUNNISON"
M071573,378500000014,Commercial,8,"27601 US HIGHWAY 50 UNIT# 93, BLUE MESA RESERVOIR AREA"
M072141,370100009002,Residential,1,"441 COUNTY ROAD 818 , OHIO CREEK VALLEY"
M072521,378702200058,Residential,1,"301 S 2ND ST UNIT# 73, GUNNISON"
M072627,370122305055,Residential,1,"11 WILLOW LN , ANTELOPE CREEK AREA"
M072628,370135437005,Residential,1,"1010 W TOMICHI AVE , GUNNISON"
M072708,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 44, ALMONT"
M073137,370135300045,Residential,1,"1313 W OHIO ST UNIT# 36A,"
M073138,370135300045,Residential,1,"1313 W OHIO ST UNIT# 36B,"
M073221,378701238010,Residential,1,"404 W RIO GRANDE AVE UNIT# 11, GUNNISON"
M073398,378702200058,Residential,1,"301 S 2ND ST UNIT# 6, GUNNISON"
M073600,378701238007,Residential,1,"404 W RIO GRANDE AVE UNIT# 17, GUNNISON"
M073606,378702200058,Residential,1,"301 S 2ND ST UNIT# 8, GUNNISON"
M073615,378702200058,Residential,1,"301 S 2ND ST UNIT# 38, GUNNISON"
M074234,351722012002,Residential,8,"95 GEORGE BAILEY DR UNIT# 36B, ALMONT"
M074282,378700000006,Residential,8,"1764 PROSPER LN ,"
M074403,378701238010,Residential,1,"404 RIO GRANDE AVE UNIT# 14, GUNNISON"
M074566,370135331012,Residential,1,"113 N 8TH ST , GUNNISON"
M074613,378702116004,Residential,1,"912 W GUNNISON AVE UNIT# 12, GUNNISON"
M074685,378702116004,Residential,1,"912 W GUNNISON AVE UNIT# 5, GUNNISON"
M074686,378702116004,Residential,1,"912 W GUNNISON AVE UNIT# 11, GUNNISON"
M074687,370135300045,Residential,1,"1313 W OHIO AVE UNIT# 31, GUNNISON"
M074691,378702116004,Residential,1,"912 W GUNNISON AVE UNIT# 1, GUNNISON"
M074692,378702116004,Residential,1,"912 W GUNNISON AVE UNIT# 9, GUNNISON"
M074861,378702116004,Residential,1,"912 W GUNNISON AVE UNIT# 4, GUNNISON"
M074862,378702116004,Residential,1,"912 W GUNNISON AVE UNIT# 10, GUNNISON"
M074863,378702116004,Residential,1,"912 W GUNNISON AVE UNIT# 3, GUNNISON"
